song_title,artist_name,lyrics
Long term. See your future
Y'all come work for me
This shit gonna be very different
You gonna be savin' crazy money
You gonna buy your moms
A house in Strong Island. Right?
Everybody stick out your hands
Like this, palm down
- What you all see?
- Black
- What you see?
- You 'posed to be seein' green
All right. You get it, man?
No. You get it, nigga? You get it?
- I got it
- All right
Excuse me. Excuse me
- You all have a job to do inside?
- Yeah
Well, let's go. Who trash?
What's the matter with you?
Man, you ain't heard what happened?
I ain't heard nothin'
You told me if I wanted
To get off them benches...
Whoa, whoa, whoa
All's I hear is that Ahab's
Lookin' for a new night manager
I heard that
Look here. You gonna chill
For a week or two, right?
Let the shit die down
Be workin' still at my spot
You gonna be on the benches
But Ahab is the joint
I'm tellin' you
I got it. I'm all right
Nigga look bad, boy
What we're gonna do, we're gonna mix
The shit up with the food traffic
Right? See, right now, we're doin'
Way too much business from my spot
We got a crowd of black
White customers
Out-of-state license plates
What have you
Somebody gonna check that out. They
Gonna drop a dime on me, call 911
With my jacket
I can't go back to jail
Ahab gonna be a nice front
You did good, Strike
You did good
Now why you lookin' like that?
Somethin' wrong?
Huh?
You know it's me and you, right?
What I tell you?
You like my son, right?
I'm gonna look out for you. Right?
- I ain't let you down yet, have I?
- Nah
OK, then
Come in here. I'm gonna get
Somethin' to eat for you
Come on
Strike. What's up with
That train set you got?
- It's all right
- Fuckin' Choo-Choo Charlie
You readin' a train book? Choo-choo!
Every man should have a hobby
What's yours? Collectin' welfare?
That shit ain't funny, man. Word up
Why you tryin' to play me, Strike?
I don't talk about them...
Fuck that, man!
I don't talk about them toys
Inside your crib
Yeah, I know, cos I'll
Bust your motherfuckin' ass
Yo, Shorty, what you laughin' at?
- One time says freeze!
- Fuck!
Hey, little man. Stay right there
Stand up, mastermind
Hmm. Oh. Is that Rodney?
- Rodney rang?
- You oughtta know
- Y'all hear that noise about Darryl?
- Yeah, man
Yeah, well, I had to tell
His moms and pops last night
That ain't no joke. I hate it
Rough
I just hope I never have to notify
None of your parents
Leave this shit alone!
How them trains comin'?
Little man, come here. Come here
What'd I tell you about bein' around
These knuckleheads? Huh?
Now, I'm watchin' you
Go on upstairs
Yo, Andre. Why don't you go chase
Some criminals or somethin'?
Yo, Shorty. What you lookin' at?
Yo, come here, man
Yeah, you. Come here
Come on. Hurry up
Quick. Time is money
Come here
God damn, 
Shorty!
This is some nappy shit
When the last time you been
In a barber shop?
I don't know
Put your hands up
Ding-ding, ding, ding, ding
Ding, ding, ding, ding!
Watch out. Flip. Shoot
Yo
Watch out! Duck! Now what? Come on
Throw us somethin' else
Yo!
- Where you manners at?
- Thanks
- What's your name, Shorty?
- Tyrone Jeeter
All right. Shorty
Yo, there goes
My brother, Victor. Shit
- Wait here, all right?
- All right
Be right back
Vic!
Uh! Watch out! Oh, man!
Uh! Uh! Flip!
- Who did this? Huh? Who did this?
- Qu?
Who did this? Who did this?
Who did this?
Who did this? Who did this?
Who's tryin' to be my son's daddy
And gave him this haircut?
Huh? Huh? Huh? Huh?
Nobody don't know
Nothin' now, huh?
Yo no se nada
I know you. I know you
Cedric Stanley Gilmore
And I know you, too. Ronnie Dunham
Shit
You used to live
Next door to me, remember?
I know your mother. Gloria
You all ain't nothin' but a bunch of
Good-for-nothin', death-dealin' scum
I find out who's been
Messin' with Tyrone
I'm gonna put a bullet
In your butt my own damn self
Don't let me find Andre either
Have a good Sunday
Shit. I know that bitch
Ain't talkin' to me
- Scientific, man, shut up
- You shut up, man
OK, Victor? Ready to go?
Normally I'd cuff you, brother
But you look like
The kind of guy I can trust
Like I said
I had some drinks at Kool Breeze
- Uh, Scotch
- ""Some""?
Like two or three
I usually go in there
After most work nights
Uh-huh. How long were you in there?
Uh, I don't know
About eight-thirty till about ten
Uh, see... My shift...at Hambones -
I'm a...I'm a manager
It don't end till ten
I wasn't feelin' very good
So I left early
You weren't feelin' good
So you went to Kool Breeze?
It wasn't like it was a ""goin' home""
Not feelin' good
You had a headache? An argument?
No, I just...just tired, man
Go ahead
So I left Kool Breeze
Uh, started walkin' home
I cut through Ahab's parking lot
And this guy just flexed on me, man
He jumped outta nowhere
I got scared. You know the rest
Tell me, 
Victor
.
I just... I shot him
Hey, little man
I like that cut
- Where'd you get it?
- Barber shop
You know, you used to have
A good head on your shoulders
Before Rodney got a hold of you
Still do
You know, Ronald, I been lookin' out
For you since you been yea high
Now, you don't want my guidance?
Fine. It's your life
Let me tell you somethin'
You even glance in the direction
Of that little kid Tyrone
And I'm gonna fuck you up so bad
You're gonna wish I had killed you
Now, do we have an understanding?
Do we have an understanding?
Yeah
Why do we keep goin' through this?
I told you already
The guy jumped outta nowhere, I
Got scared... Bam! Then I ran. I ran!
You mean bam, bam, bam, bam
- What?
- Four bullets in the body
- Where did you carry the gun?
- In my gym bag
What else you carry in it?
My uniform from Hambones
A sandwich from home
I don't eat Hambones myself
As quiet as it's kept
OK. Was the, uh
Gym bag zippered, locked?
Don't shake your head, Victor
- Where's my mattresses?
- What?
I told you about my mattresses
For them kids
They ask, ""You say we gonna have
A tumblin' club. We need mattresses.""
And I say, ""Well, Strike's
Buyin' 'em. He promised.""
Now, look, I ain't busted you yet
But till I do
You gonna be my main benefactor
You gonna sponsor this club
You understand me?
And, Ronald, I'm only tellin'
You one more time, you hear?
The store was closed
One of them Jewish holidays
- What Jewish holiday?
- I don't know. Pick one
Tomorrow, all right?
I swear, I'll swing by tomorrow
Andre, these cuffs is too tight, man
You and me used to be tight
Am I under arrest?
What for?
Could you uncuff me, please
And let me outta here?
You don't have to live like this
There's more than just these projects
Out there, you know
Don't you wanna go someplace
You never been?
I mean, you love trains
But you've only ridden the subway
Go on, man. Get outta here
And get them mattresses
For my kids, hear?
- Never
- Never?
You never walked by
On a hot day with your two kids?
- Stopped in for a soda?
- With my two kids?
I barely see my two kids
I'm always working
When I get home, I'm exhausted
Do you have any kids?
Yeah. I have
A two-year-old daughter
Have you ever come home so tired
You hated the sound
Of your own kids cryin'?
Your own flesh and blood
My wife, Sharon, says
""Quit a job. You got two.""
What the hell she thinks I got
Two jobs for in the first place?
Look, I'm...I'm tryin', man
I am really tryin'
To move us out of the projects
You know what I'm sayin'?
I'm working, I'm saving
I'm trying to do the best I can
Provide those ends. I gotta work
I'm never late. I gotta work
Victor, listen to me
You're a good, decent
Church-goin', God-fearin' kid
And if you did pull the trigger
There has to be a reasonable answer
Other than what you've told me here
I gotta ask myself, why would Darryl
The night manager at Ahab's
Try to rob you
In his own parking lot?
So I think it had to be personal
Mm-mm. No
I never saw him before in my life
- He flexed, you shot?
- I'm through with it
I told you what happened
What else do you want?
- The truth
- The truth is lookin' at you!
If he did something, if he threatened
Your family, this helps you
You were buggin' - ""can't sleep
Can't eat"". This helps you in court
What did that prick do to you?
It was self-defence
Self-defence, huh?
I wanna see what you see
Uh. I disagree
I don't think I do look
That fuckin' stupid
Dang, man. In the papers
I thought Vic was legit
What happened?
Boy already had like five jobs
Ooh-ooh!
Aw, shit, man! What the fuck
The homo-cide want now?
Mandela projects, all right?
- Yo, Tyrone
- What's up?
Come over here and watch
The car for me, all right?
- All right?
- Yeah, cool. What you gonna give us?
Catch you in a little bit
We ain't gonna do it
For free
I'll take care
Of you later
Excuse me, sir
Which building is 235 Hoyt?
- Right there
- Thank you
Is that Nintendo or Sega?
- Sega
- What's it called?
- ""Gangsta.""
- Whatever happened to Tiddlywinks?
Rocco, don't you know this is
The new sensation across the nation?
- Where you goin'?
- My friend's house
Everybody wants
To be a gangsta, right?
Yeah, you like that, right?
You like lookin' at that, right?
- Wanna know how much it costs
- I know that
Yeah, I'm sure
Probably want to buy one, right?
How you know I don't got one?
- Why did he have that gun?
- Everybody has one
- Does he drink a lot?
- He only drank at night
That makes two of us
- How about drugs?
- He's clean as the Board of Health
Did he have
Any new friends recently?
- Hangin' out with any new people?
- Not that I know of
You must be thinking of Ronald
But he hasn't lived here in a while
- He's quite the athlete
- Yes
- You boys must be proud of your dad
- Yes
I'll bet. Something's not right
When I'm workin' on something
I gotta make it right
These are my two sons
Victor and Ronald
Victor's a hard-working
Handsome young man
He doesn't lie. If he said it was
Self-defence, it was self-defence
Why don't you believe him?
Do you mind
If I borrow these?
I have to go around and retrace
His steps the other night
- and I'd rather not show a mug shot
- Sure
You be good boys
Take care of your mother
- Strike
- You know him?
He's an arrogant piece of shit
Comes into my store all the time
Like he craps beige
He used to work with Rodney
Last year in his store, with Darryl
Now he runs the crew on the benches
Clocks for Rodney just like Darryl
Let's bring him in
- What up, man?
- They went to the ninth floor
Shit! I knew it
- Did they say anything?
- Asked me about ""Gangsta""
- Anything else?
- Nah
All right, Shorty
You did good, man
Go upstairs before your mom
Come down flippin'
All right
Go on upstairs
- Who you hidin' from?
- Come on, man
What you sneakin' up on me for?
I'm not gonna keep tellin' you
To leave him be
- Tell him!
- How you feel about your brother?
It's fucked up, man
I heard he confessed
You been to see him?
I'm goin'. I'm goin'
You need to have your stomach
Checked out
By the way, my kids thank you
From the bottom of their hearts
For their mattresses
Now doesn't that make you feel good?
You know this kid?
- Yep. He was in here
- When?
Boy was in here Friday
He had one drink
- One drink? Wasn't drunk?
- Nope
- He was rude
- Yeah
Ooh! I'm just gettin' warmed up
But it's The Bomb
Was he with anybody?
He came in alone
Might've had a conversation
Can't recollect
Do you recollect the shooting?
Hell, yeah
Who do you think called the cops?
So that's who you're lookin' for?
Do you remember if the kid was here
Before or after the shooting?
He was in here before
You know how I know?
Cos I was watchin' him
I never saw him before. He was jumpy
Thought he might have been
One of those stick-up kids
This is Strike. Jesus Christ
They don't look alike to me
What about him?
Oh, yeah. Victor? A regular
What's up with him?
Strike, how come you didn't tell me
Your brother did it?
Come on, Rodney, man
What, you forgot?
- You told me you didn't wanna know
- Yeah, you right
Victor popped Darryl?
Hey, I don't know if he even did it
Victor your brother
You supposed to know
Errol, Errol, just...
We ain't had that conversation
About Darryl, did we?
What conversation?
There, you see? Ain't no problem
Go ahead, man. Break
That's my boy!
Came in one night only
On the night of the shooting
Has the jumps. Never sat down
Left sober before the shooting
Yo's jacket shows
Possession with intent
Possession of unlicensed firearm
And assault, for which
He still owes three years
Listen to me, Rocco
He's all strung out
Has a few schnorts over his limit
He gets fried, walks out of Kool
Breeze with the heater in his bag
The Adams guy jumps out
Startles him
Pops the first guy
Who steps on his Nikes
It's like a capper on a bad day
That's how these Nubians do it. He
Gets religion, comes in, gives it up
I'm not wasting my time on this
Come on, Larry. Can't you see
What they're tryin' to pull?
Larry. Yo walks in
Says he's the shooter
No record
Two adorable kids, two jobs
Model citizen. Claims self-defence
- OK. All right
- Who's gonna argue?
Now, this other one...Strike
If he tried that, they'd throw
The key away. He's a known scumbag
No wonder this sounds like horseshit
He's lying
Victor never got off that bar stool
- Yo was taken away for his brother
- For what?
Brotherly love?
Fear? For money? What?
They ran a game on me, these two
Cos this cocksucker
Is an innocent man
Just because a Nubian -
Excuse me, Lieutenant -
Got a wife, a job, kids
A dog and a bank account
He can't be a shooter?
You did everything but stick
Your tongue down his throat
The kid didn't budge
Rocco, listen to me
Even if this Victor kid is sellin' us
A line of shit on the tape...
Which is what they all do anyhow
Even if they're givin' it up...
This is still a good
Solid ""closed by arrest""
And if I'm wrong, and Rodney
Conspired in on this, or Strike...
Or the fuckin' Medelln cartel
I don't give a fuck
Cos we got the shooter
We locked up the wrong brother
The wrong brother. Yeah. Yeah
Well, it's on you, OK?
What I want to know is where the fuck
Did these yos get balls big enough
To think that they could
Put this one past me?
I'm tired of hearin' that ""yo"" shit
From you. Back off
I'm sorry, Lieutenant. Excuse me
I don't mean any offence
Anybody can bust off an oowop
What makes Vic any different?
Come on, man
Papers say he had a .38
- Regardless what the papers say
- Wait, motherfucker
When was the last time
You bust off an oowop?
I never murdered nobody
But I'm gonna murder someone now!
Yo, yo, chill. Hold it, man. Kill
That noise. Homo-cide creepin' up
How you doin', fellas?
Look who's here
Ronnie Dunham, big man
- Ronnie?
- Can I talk to you a minute?
Go on, bitch
I'm Rocco Klein
DA's Homicide Squad
- You got a minute?
- Homo-cide
I'm doin' the Darryl Adams job
Your brother, you know?
How's he doin'?
Wouldn't know. Haven't seen him yet
That's no joke in there
You been in?
Just overnight on a confusion
Wasn't no thing
Errol. I thought you were dead
I was. I came back
Mr Barnes waiting for you?
Nah, not me
I'm not happy about this
Your brother fessed up
But it was some bullshit explanation
Ronnie, you know what he told us?
How the fuck would I know?
I wasn't there
- Wasn't there?
- Where he was telling you all this
What do you think happened?
Got me
You think him and Darryl
Had some static? A beef?
- Did you know Darryl Adams?
- No, no, no
- You didn't know Darryl Adams?
- Nah, man
I never met him, nothin'. Nah
When's the last time
You saw your brother?
- It's been a while
- Week, month, year?
- Yeah
- Which one?
Two months
Two months?
You wanna get that?
What you talkin'? That ain't mine
What do you know?
Ronnie, I was lookin' for
Some help, some insight
Your brother's got those kids
Your nephews
Hey, maybe the guy was a crackhead
Darryl?A crackhead?
Crackin' up? Says who?
Ain't nobody sa... It's just...
It's just around, you know
You know what I'm tryin' to say
- You clocking?
- Nah
- How long you been clocking?
- What is you? Deaf? I don't hustle
Look. Here's my card
You hear anything...
Boom - pick up the phone
- Boom
- Good
I'll be seein' ya around, Ronnie
Cos I wouldn't do this
Lord, if I tried...
- What he want?
- Somethin' about my brother
This is from Rodney
He say whack it up...
Into ounces
He'll hit you off...later
Yeah, all right
Hm
- Jo-Jo. You know Rodney Little?
- Sure
- Rodney's got this yo, Strike
- Likes to drink the chocolate Moos
I need yo to talk to me. You mind
Laying some cards on him for me?
- Depends
- Need him to sweat
- What'll you do for me?
- Nothin' you don't do for yourself
Strike, my man!
This is a new day, Strike
Dinkins out, Rudy in. Law and order
Cut the budget. Party's over
Crackdown on drugs, crime, niggers
Spics, homeless, squeegeemen
African-Americans
Have a seat. So what's up?
Not a thing, Detective
Detective? Call me Jo-Jo
You like basketball?
Nah. I don't like sports
- What do you like?
- Trains
Choo-choo trains?
You can't dunk a basketball?
- Nah
- Nah. Get the fuck outta here, man
You been slammin'
Before you was crawlin'
All right, listen
I'm here cos I like you
I do. Now, tomorrow night's
Gonna be knocko night
We're coming down on these projects
Like a fuckin' broom
So if I was you
I'd take my homies out, say 9pm
For some chocolate Moolies
Or whatever it is you drink
Till about 11, bet?
Yeah, bet
I look out for you
You look out for me
- Yeah, all right
- No, no, no. No ""all right""
I look out for you
You look out for me
- You look like 500
- 500. That's a start
Good. Every week, I look out for you
I tell you when we're hittin'. Week
In, week out, you look out for me
- Cool?
- Cool
This is my man Kirby
Kirby gonna double back in
Like 30 minutes. You lay it on him
You tell your boy Rodney
I got some good stuff he could use
Finest, highest quality
Peace out
I think you dropped this
If I was you
I think I'd call this guy
Larry
Yo, Strike
- Been waiting for 40 minutes...
- Who's here to see Victor Dunham?
You told me he was gonna
Come down a half-hour ago
Watch your tone
Young lady
Aw, man. I love you. I love you, man
- Cool, man
- You look good
After you, man
Somebody got bored shaving
So they decided
To cut me up with a razor
And they stole my sneakers, too
Yo, big brother
You made the papers, man
Ronnie...
Can you get me outta here, man?
- I'll try. What's the bail?
- 50,000
- What's the cash options?
- My lawyer says maybe in a week...
I can get that, um
That ten per cent thing
- Maybe Rodney got...
- Rodney?
Tell motherfuckers
To stop fuckin' with you
Yeah, man
Yeah. Yeah. Maybe
Look, man, I'm gonna try
To get you outta here, OK?
Ronnie, some of these brothers...
Some of these men...
They love jail, man
But all this, this ain't for me, man
I'm gonna get you
Outta here, all right?
You kiss my babies for me, please?
- All right
- Thank you
We've been open
For about a year
We've done pretty well so far
When I read about it
My heart was broken
Victor is a sweetheart
- Was he ever late for work?
- Never. Like Swiss movement
- Did he ever steal?
- No, he was honest
- Get any visitors?
- No
See him in here?
No
Victor was my buffer
He could talk and reason with them
Anybody ever threaten him?
Open up your eyes
And realise things is tough
Your shit is my rough
When you livin' in the city
Walk with your head high
Step with the bitty-bop
Got to survive
When you slam or you do or die
Cos niggers try to read through
A nigga's eyes...
- May I help you?
- Huh?
- May I help you?
- Yeah, let me the fuck in the store
This is a store, right?
People buy shit in the store
- What do you wish to buy, brother?
- I wish to buy what you got
Maybe we don't have what you want
Unbelievable. What are you
The security house nigga?
- What? They rent you by the hour?
- We're just trying to help...
Fuck that, man!
Cos I'm black, that automatically
Mean I'm gonna steal something
Nigga, I came in here
To buy a birthday gift for my mom!
But you ain't shit
And neither is this bullshit kung fu
Chinese bitch store!
Fuck you, motherfucker!
I'm gonna bring my steel
And pump bullets in your ass
Think I'm playing?
You disrespectin' me
On my mother's birthday...nigga!
Listen up, man
I G's up twice a day, man
How much you make in a month?
See this? See this?
It's a hundred dollar bill, right?
Use it in your kid's birthday
I'm gonna come back here
I'm gonna kill your ass
Thank you
I'm gonna kill your ass
- What did he want?
- Nothin'
- Did that kid ever come back?
- No
- Hey, what's up, Mr Brown?
- Hey, Mr Dunham
Yo, Ty, that's my landlord
Mr Brown. Say, what's up?
- How you doing, sir?
- Pleased to meet you, young man
This is Tyrone
This is my little brother
Anybody bother you, and his head's
Out here, you let me know
I got something
For the crackheads my damn self
You do like your big brother
Leave those drugs alone
Hey, I got some food on the stove
See ya later
All right. Peace
Now, go up the steps. Hurry up
Hey, Shorty
What you doin'? Don't touch that
Buggin'. You know anything
About what you're touchin'?
No
Little buster
Lionel Trains, right?
They was built in the early 1900s
But them cheap shits
They only ran on dry cell batteries
But, yo, after World War II
When more folks started getting
Electricity in their cribs
Boom, they made the new ones
Yeah, phat, right?
Yeah
Yo, profit's all in the cut
Don't never forget that
Yo, Shorty, if I ever see
Or even hear about you
Messin' with this stuff right here
Man, sniffin' or pipin' up...
Yo, come here, man
The word to my mother
Put a cap in your ass
This ain't no TV movie
Violence bullshit neither
This stuff out here is real
Real bullets hurt
And real guns kills you dead
See this right here?
This is .25 automatic
I keeps this for all them
Ill niggers out there
Like that one dude Errol
Now that brother's crazy
He will blast your ass
Just won't give a fuck
The messed-up thing is
That they never find the body
Just the blood stains on the ground
If he ever try to creep up on me
I'm gonna gat his ass
You best be ready
To do the same shit, too
Aw, don't think
That just cos you're 12
Small and shit
That he won't smoke you
Just last year
He caught himself a ten-year-old
I knows you probably thinking about
What Mr Brown said earlier and all
But, chill, don't even
Sweat that shit, man
He's old and po'
He don't know what time it is
This is how you get
That money right here
How do you think I got
That phat-ass train set?
From pumpin'
This white shit right here
Any fly shit you want
In this world, it costs money
And this is how you get it. Hustling
Don't never forget that shit neither
Yo, Shorty, you're smart, right?
Well, answer me this
Boss buys him a key
For $22,000, right?
Cuts it up to 3,500 $10 bottles
Boss takes 60%, $17,000 profit
Leaving up $7,000
How much for me?
My man, Shorty
Keep hittin' them books, all right?
All right
If I ever catch you playing hooky
I'll put a cap in your ass
My name is M-O
And don't you forget it
Takin' out your boys
And you don't know how I did it
Pickin' off your crew one by one
Don't step in my way
Cos I just might have a gun
May be loaded just might not be
Cos I'm a menace to society
My name not Thiggy-thiggy
But I still get hip
- So back the fuck up and just
- Chill
Cos steppin' on me
You'll be a-writin' your will
I'm like an Energizer
Can't never die
Ba, ba, ba, ba, nice try
Ha, ha, ha
I saw you run in the building
Throwing up my guns
To the ceiling
Ba, ba, ba, here I go again
Ba, ba, ba, cops are comin' in
Run into the back, man
I'm fast up the staircase
I got no time to waste
Nobody seen my face
So I leave without a trace...
Make the drops over on Smith Street
From now on
Yeah, all right
Oh, yeah, crooked-ass Jo-Jo
He said he got
Some weight for you to buy
Forget that motherfucker
Fuckin' faggot
He tapped me up for $500, too
Errol told me you talked
To the homicide cop
- How'd that go?
- It was aight
""Aight"" or all right?
It was ""aight,"" all right?
I ever tell you about
The first time I killed somebody?
Nah
Errol Barnes made me do it...
Cos it was three guys burned us
On some bogus dope
Errol's already killed
The other two, right?
We got the third guy
Be cool, man
Chill, motherfucker, chill
Ain't you all sorry
You fucked with us?
I ain't fucked with you
You're lucky we don't blow your ass
Off like them crackers down South
- Look, I hate this shit, man
- What the fuck is my name?
- Errol, man
- You're goddam right
Motherfucker
Crying like a baby
Tears, snot flying, and shit
Errol turned to me
Says, ""You got
To cap him, or I'm gonna cap you.""
Man, come on, that shit
Ain't necessary, man
I ain't gonna cap that boy
He's scared like a motherfucker
You think I'm playin' with you?
Open your mouth
You gonna take this piece...
And you're gonna put that
Motherfucker's brains out
- You understand me?!
- I got it
Go to it
I said you shouldn't
Have did that shit, man
- Come on, please! Please!
- On three, Rodney
I can't stop my hand from shakin'
- Don't you chump out on me
- I can't stop my hand from shakin'!
- Cap him!
- All right!
Please...
Don't you wish
You'd done us right?
Hey, hey, hey. Don't you
Ever, ever fuck with me, boy
Do you know me now? I'm a bad man
Errol couldn't have me runnin'
Around here knowin' what he did
Without somethin' personal
Hangin' over my head, too
Personal, Strike
Otherwise, I might give him up
Someday, you understand?
Strike, that's the reason why
I needed you to be bloody
On this Darryl thing
You hear me?
Errol Barnes, boy
Motherfucker had a sawed-off
Shotgun right in my mug, Strike
He's my best friend, too
- What's the matter with you?
- Shit!
You gotta take care of yourself
Here. Wipe that off
You OK?
You ain't seen my doctor, have you?
- Huh?
- Nah
Strike, why I got to tell you things
Two and three and four times, huh?
Why you don't want to listen to me?
You OK?
Shit
To be honest, I don't really
Give a fuck because you lied to me
Lied about what? You said Darryl
Had a drug problem, a crackhead
I asked around. The guy was clean
I was just speculatin'
That's some nasty-ass speculatin'
Damn. You're comin'
At me with mad questions
I'm just tryin'
To answer them shits
Then you said you never met 'im
Maybe just by eye, all right?
""Just by eye.""
You and him never had any static?
Naw
There's no way Victor could've been
Cuttin' through the parking lot
In the dark, and Darryl would've
Mistaken him for you?
Naw, man
Cos you and your brother
In the dark
Probably look like two peas in a pod
What the fuck you sayin'?
All black people look alike at night?
I can't even tell you guys
Apart in the day
Hey, you got jokes
- You and your brother close?
- Not really
I forgot. Long-lost brothers
When was the last time?
A month
Strike, you told me
Two months before
If you know so much
Why you keep asking?
- You know what Alzheimer's is?
- 
Some kind of beer?
Wise guy. You visit him yet?
Yeah
He's claimin' self-defence
He goes to trial with that
Those two nice kids of his
By the time he'll be gettin'
Out, they'll be goin' in
Did it ever occur to you
Maybe he didn't even do the shit?
You know who did?
Who did it?
Come on, man, I gotta go. I'm sick
- Here's my card
- Got two already
You better have that checked out
Hey, what the fuck y'all lookin' at?
Oh, shit!
You all right, man?
Strike! Strike! You smokin' crack
Motherfucker, huh?
Get the fuck up!
Get an ambulance, man!
Let's get an ambulance!
Let's get him the hell
Outta here
He'll be all right. He'll be fine
Watch it, guys
One, two, three
Let's go!
Here you go. It's all right, man
- Hit that pipe today?
- Dice that shit. He don't use
Anyone ever tell you not to do drugs?
Where do you live?
I'll give you that
Just get him to hospital
Welcome to Ahab's
May I take your order, please?
Yes
We need a Double Whaler on a bun
With cheese?
Yes, with cheese
A fried shrimp boat
One fried shrimp boat
- Two
- Yeah, two
Two fried shrimp...
Uh, could I please get my
Captain Ahab with a clam roll?
- Captain Ahab, Captain...
- What's up, boys?
Hey, it's a nice car you got
- Yeah, it's my dad's car
- How ya doin'?
Power windows
Air bags, cellular phone
Bet he paid a pretty penny for this
Oh, yeah. We were lookin'
For the Short Hills Mall
- It's not here
- No?
Come down from Connecticut
Just to buy some whiting?
Some golf balls
You buy anything else around here
I should know about?
- Some gum
- No
You like soul food?
Can't say I do
- You like to wear lipstick?
- Todd, why don't we get outta here?
McCauley does
In the back...occasionally
- You like skirts?
- Something we did wrong?
- You ever suck a black man's dick?
- Let's get outta here!
A big, 16-inch tar baby?
- No?
- No
If I toss this car and I find any
Drugs, I got 12 baboons in a cage
Who are gonna be callin'
You boys Mary all night
- Come on, Todd
- Shut up, man!
- Who's got the drugs?
- We don't have anything
- You got five seconds
- Todd's got the drugs!
- Shut up, man!
- Todd's got the drugs
- Fuck you guys, man!
- Put your hands on the car
- Take it easy!
- Fucking cocksucker!
Fucking touch him again, I'll rip
Your throat out. Get your hands up
- What's up?
- You tell me
What you up to, man?
You the one involved
In all the drama out here
How you always know
When I'm comin' out of somewhere?
Don't you know I know everything?
Didn't I tell you
To go see my doctor?
Didn't I tell you to stop
Drinkin' that Moo shit?
Yeah, you did, you did
No doubt, man, no doubt
- How you so smart and so stupid?
- Cut me some slack
I heard that Homicide came back
On you again yesterday
He ain't sayin' I'm in
He's just fishin'
You and him fuck buddies now?
- You got jokes, man
- Come on, get in, get in
- How do you feel?
- I'm all right
You better be, cos we got
Another big order come in
Hey, Rod
If God created anything better
Than crack cocaine
He kept that shit for hisself
I mean, that shit
Is like truth serum
It will truly expose who you are
I mean, you happen to be
A low-life rat bastard motherfucker
Who will sell off his newborn
For a suck off that glass dick
Crack will bring it
Right on in the light
I don't care you black
White, Chinese, rich, poor
You take that first hit
You on a mission
And that mission will never end
Even when the house
The money, loved ones are gone
They send you to the joint
You still gonna try to cop
No doubt
Only time it ends, Strike, that
Mission, when you six feet under
That's the reason I don't ever want
To hear about you using this shit
- You understand me?
- You crazy?
All right, then
Cos it's also the reason why
I ain't never goin' outta business
I'm a great businessman, Strike
And I got me the world's
Greatest product
Now you think about that
Yo, so what up?
I'm gonna see you at the store
- Go ahead
- All right
You believe I used to deal with that
Woman when she looked like somethin'?
Yeah. You didn't know that, did you?
She used to look good, right?
She looked better than she look now
- Finest shit we got today
- Let me see
- Yeah
- 50 dollars
But ain't y'all pregnant
Though, y'all?
- You got to maintain that, man
- We already know that
That's the last
I'm gonna sell to y'all
Y'all got to take care
Of that little girl
Got red caps?
I'm getting tired
Of these nickels, man
Where the dimes at, Lou?
We don't got it like that
Come on, let's do this
You got it?
I got reds and I got yellows
- What you need?
- Two yellow ones
- Want two yellows?
- I want two reds
All right, Veronica. Slow down, girl
Why you in such a hurry?
- Because I wanna get out of here
- Wanna get outta here?
- Let me see this money
- No, I said two
- Let me see the money. Chill
- I want yellow
- You want yellows?
- I want reds
It's the same shit. Both
Of 'em just to crack your ass up
- I want three of 'em
- And I said two
You notice the tablecloths out there
With the African prints?
The nice carpeting and the plants
Hanging from the ceilings?
It's all Victor's ideas
You see, Victor always wanted to make
This place like somebody's home
He treated everybody with respect
The workers, the customers...
Even the clockers
Like, you asked me
About last Friday night
We got three
Cocolo chocho face maricones
Trying to set up shop out there
Right in front of my business
I reach for my...trusty Roberto
Clemente Louisville Slugger here
And I'm ready to bash in a head
I'm ready to bash in an arm
But Victor, Victor, he says...
No, Jesus, no
Let me handle them, please
We set somebody up
In the bathroom there
Put somebody over there
As a lookout in the window
Sorry, but you brothers
Can't clock in here
This is a family place
And I need you to respect that
Here. Take these jumbo sodas
This is a Pepsi
An orange. A root beer
I would appreciate it very much...
If you would leave when
You finish your jumbo sodas
Usually they would just be happy
To get the free jumbo sodas
But on this night, Leroy pulls out
A roll this big and says...
My boss says that he'll pay you $300
A week if you let us set up here
What did he say?
Victor puts please and thank you into
Every sentence. So, it was either...
No. Please, thank you
- Or...
- Please. No, thank you
What? You tryin' to be fuckin'
Burger boy of the month, man?
Wait. Your girlfriend likes you
Smellin' like burgers?
No. My wife...
Oh, your wife, your wife
Got it. I see, OK, look
We're tryin' to do something here
I can respect that
You take your business outside
And I'll handle my business inside
You can't even smile, man. You don't
Like this job. Feel that money
- It's power
- I need you to respect that
I'm gonna miss you, man
So, I have to check the floor
I got a business to run
- So, Hay-sus...
- I pronounce it ""Jesus""
I feel more comfortable
Calling you ""Hay-sus""
My mother called me Jesus, my father
Called me Jesus. You call me Jesus
All right, Jesus. So is that why
Victor left early Friday?
He said he wasn't feeling well
- Fuck. I gotta make a call
- There's a phone out in front
Wasn't feeling well?
Would you feel well after working
It'll make you sick. Try it. Give me
Your badge, I'll give you my apron
How much cheese
You make yesterday, yo?
I made like a motherfuckin' yard
I did all right
- Yo, Strike!
- Here comes Shorty
- Take this
- Shorty, what I told you?
It's yours
I told you!
- Here comes your moms
- Oh, shit
- It's yours
- You crazy?
